universe,raw_ticker,yahoo_ticker,name,sector,location,exchange,currency,mapping_status
russell_2500_proxy,CARS,CARS,CARS.COM INC,Communication,United States,NYSE,USD,mapped
russell_2500_proxy,IMMX,IMMX,IMMIX BIOPHARMA,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,FMAO,FMAO,FARMERS AND MERCHANTS BANCORP INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,HIFS,HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,CERS,CERS,CERUS CORP,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,BSRR,BSRR,SIERRA BANCORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,HBCP,HBCP,HOME BANCORP INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,MNTN,MNTN,MNTN CLASS A,Communication,United States,NYSE,USD,mapped
russell_2500_proxy,TRTX,TRTX,TPG RE FINANCE TRUST INC,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,HYLN,HYLN,HYLIION HOLDINGS CORP,Industrials,United States,Nyse Mkt Llc,USD,mapped
russell_2500_proxy,RYAM,RYAM,RAYONIER ADVANCED MATERIALS,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,AMSF,AMSF,AMERISAFE INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,SATL,SATL,SATELLOGIC CLASS A,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,FOR,FOR,FORESTAR GROUP INC,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,NB,NB,NIOCORP DEVELOPMENTS,Materials,United States,NASDAQ,USD,mapped
russell_2500_proxy,PHR,PHR,PHREESIA,Health Care,United States,NYSE,USD,mapped
russell_2500_proxy,MOV,MOV,MOVADO GROUP INC,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,VRRM,VRRM,VERRA MOBILITY CLASS A,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,ETD,ETD,ETHAN ALLEN INTERIORS,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,TCMD,TCMD,TACTILE SYSTEMS TECHNOLOGY,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,DDD,DDD,3D SYSTEMS CORP,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,UHAL,UHAL,U HAUL HOLDING,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,GSM,GSM,FERROGLOBE PLC,Materials,United States,NASDAQ,USD,mapped
russell_2500_proxy,HNST,HNST,THE HONEST COMPANY,Consumer Staples,United States,NASDAQ,USD,mapped
russell_2500_proxy,BTBT,BTBT,BIT DIGITAL,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,TROX,TROX,TRONOX HOLDINGS PLC,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,COFS,COFS,CHOICEONE FINANCIAL SERVICES INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,TITN,TITN,TITAN MACHINERY INC,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,STLN,STLN,STARLING ONCOLOGY,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,BDN,BDN,BRANDYWINE REALTY TRUST REIT,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,CAPR,CAPR,CAPRICOR THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,CTMX,CTMX,CYTOMX THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,BRSP,BRSP,BRIGHTSPIRE CAPITAL CLASS A,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,AQST,AQST,AQUESTIVE THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,CTGO,CTGO,CONTANGO SILVER AND GOLD INC,Materials,United States,Nyse Mkt Llc,USD,mapped
russell_2500_proxy,SB,SB,SAFE BULKERS,Industrials,Monaco,NYSE,USD,mapped
russell_2500_proxy,CLYM,CLYM,CLIMB BIO INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,LXRX,LXRX,LEXICON PHARMACEUTICALS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,EVC,EVC,ENTRAVISION COMMUNICATIONS CORP CL,Communication,United States,NYSE,USD,mapped
russell_2500_proxy,YORW,YORW,YORK WATER,Utilities,United States,NASDAQ,USD,mapped
russell_2500_proxy,KELYA,KELYA,KELLY SERVICES INC CLASS A,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,NMAX,NMAX,NEWSMAX CLASS B,Communication,United States,NYSE,USD,mapped
russell_2500_proxy,NXRT,NXRT,NEXPOINT RESIDENTIAL TRUST INC,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,NVEC,NVEC,NVE CORP,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,WTBA,WTBA,WEST BANCORPORATION INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,OBT,OBT,ORANGE COUNTY BANCORP INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,ATLC,ATLC,ATLANTICUS HOLDINGS CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,ARVN,ARVN,ARVINAS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,WEAV,WEAV,WEAVE COMMUNICATIONS,Information Technology,United States,NYSE,USD,mapped
russell_2500_proxy,AHRT,AHRT,AH REALTY INC,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,JCAP,JCAP,JEFFERSON CAPITAL INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,MAMA,MAMA,MAMAS CREATIONS INC,Consumer Staples,United States,NASDAQ,USD,mapped
russell_2500_proxy,WNC,WNC,WABASH NATIONAL,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,OABI,OABI,OMNIAB INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,AKTS,AKTS,AKTIS ONCOLOGY INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,CLMB,CLMB,CLIMB GLOBAL SOLUTIONS INC,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,RWT,RWT,REDWOOD TRUST REIT,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,RPC,RPC,RIDGEPOST CAPITAL INC CLASS A,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,MEI,MEI,METHODE ELECTRONICS,Information Technology,United States,NYSE,USD,mapped
russell_2500_proxy,OIS,OIS,OIL STATES INTERNATIONAL,Energy,United States,NYSE,USD,mapped
russell_2500_proxy,RHLD,RHLD,RESOLUTE HOLDINGS MANAGEMENT INC,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,TBLA,TBLA,TABOOLA.COM LTD,Communication,United States,NASDAQ,USD,mapped
russell_2500_proxy,PKOH,PKOH,PARK OHIO HOLDINGS CORP,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,TIPT,TIPT,TIPTREE INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,RBB,RBB,RBB BANCORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,WRLD,WRLD,WORLD ACCEPTANCE CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,EOLS,EOLS,EVOLUS INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,DCTH,DCTH,DELCATH SYS INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,XRN,XRN,CHIRON REAL ESTATE INC,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,CRML,CRML,CRITICAL METALS CORP,Materials,United States,NASDAQ,USD,mapped
russell_2500_proxy,MNPR,MNPR,MONOPAR THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,ALOY,ALOY,REALLOYS INC,Materials,United States,NASDAQ,USD,mapped
russell_2500_proxy,HTLD,HTLD,HEARTLAND EXPRESS INC,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,SD,SD,SANDRIDGE ENERGY INC,Energy,United States,NYSE,USD,mapped
russell_2500_proxy,NUAI,NUAI,NEW ERA ENERGY AND DIGITAL INC,Energy,United States,NASDAQ,USD,mapped
russell_2500_proxy,ARCT,ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,ASIX,ASIX,ADVANSIX,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,FPI,FPI,FARMLAND PARTNERS INC,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,ALLO,ALLO,ALLOGENE THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,DRUG,DRUG,BRIGHT MINDS BIOSCIENCES,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,MBUU,MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,LXFR,LXFR,LUXFER HOLDINGS PLC,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,UNTY,UNTY,UNITY BANCORP INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,ITIC,ITIC,INVESTORS TITLE,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,BWB,BWB,BRIDGEWATER BANCSHARES INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,CZNC,CZNC,CITIZENS AND NORTHERN CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,BWFG,BWFG,BANKWELL FINANCIAL GROUP INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,XRX,XRX,XEROX HOLDINGS CORP,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,TATT,TATT,TAT TECHNOLOGIES LTD,Industrials,Israel,NASDAQ,USD,mapped
russell_2500_proxy,URG,URG,UR ENERGY INC,Energy,United States,Nyse Mkt Llc,USD,mapped
russell_2500_proxy,CCOI,CCOI,COGENT COMMUNICATIONS HOLDINGS,Communication,United States,NASDAQ,USD,mapped
russell_2500_proxy,CMCO,CMCO,COLUMBUS MCKINNON CORP,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,GRPN,GRPN,GROUPON,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,KRT,KRT,KARAT PACKAGING INC,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,AEBI,AEBI,AEBI SCHMIDT HOLDING AG,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,CSV,CSV,CARRIAGE SERVICES INC,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,PLBC,PLBC,PLUMAS BANCORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,IPI,IPI,INTREPID POTASH INC,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,IDR,IDR,IDAHO STRATEGIC RESOURCES INC,Materials,United States,Nyse Mkt Llc,USD,mapped
russell_2500_proxy,FTK,FTK,FLOTEK INDUSTRIES INC,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,ILPT,ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate,United States,NASDAQ,USD,mapped
russell_2500_proxy,METC,METC,RAMACO RESOURCES INC CLASS A,Materials,United States,NASDAQ,USD,mapped
russell_2500_proxy,PBYI,PBYI,PUMA BIOTECHNOLOGY INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,CBAN,CBAN,COLONY BANKCORP INC,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,AEVA,AEVA,AEVA TECHNOLOGIES,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,FLGT,FLGT,FULGENT GENETICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,BMRC,BMRC,BANK OF MARIN BANCORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,IBEX,IBEX,IBEX LTD,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,CWCO,CWCO,CONSOLIDATED WATER LTD,Utilities,United States,NASDAQ,USD,mapped
russell_2500_proxy,CBNK,CBNK,CAPITAL BANCORP INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,VITL,VITL,VITAL FARMS INC,Consumer Staples,United States,NASDAQ,USD,mapped
russell_2500_proxy,GLRE,GLRE,GREENLIGHT CAPITAL LTD CLASS A,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,IBTA,IBTA,IBOTTA CLASS A,Communication,United States,NYSE,USD,mapped
russell_2500_proxy,ALMR,ALMR,ALAMAR BIOSCIENCES INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,DGICA,DGICA,DONEGAL GROUP INC CLASS A,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,EVH,EVH,EVOLENT HEALTH CLASS A,Health Care,United States,NYSE,USD,mapped
russell_2500_proxy,ACCO,ACCO,ACCO BRANDS CORP,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,CMCL,CMCL,CALEDONIA MINING PLC,Materials,Canada,Nyse Mkt Llc,USD,mapped
russell_2500_proxy,GTN,GTN,GRAY MEDIA INC,Communication,United States,NYSE,USD,mapped
russell_2500_proxy,VLGEA,VLGEA,VILLAGE SUPER MARKET INC CLASS A,Consumer Staples,United States,NASDAQ,USD,mapped
russell_2500_proxy,GENB,GENB,GENERATE BIOMEDICINES INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,OLP,OLP,ONE LIBERTY PROPERTIES REIT INC,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,FRST,FRST,PRIMIS FINANCIAL CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,REAX,REAX,REAL REMAX GROUP,Real Estate,United States,NASDAQ,USD,mapped
russell_2500_proxy,CPS,CPS,COOPER STANDARD HOLDINGS,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,OXM,OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,CENT,CENT,CENTRAL GARDEN AND PET,Consumer Staples,United States,NASDAQ,USD,mapped
russell_2500_proxy,CHCT,CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,OVID,OVID,OVID THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,GRND,GRND,GRINDR INC,Communication,United States,NYSE,USD,mapped
russell_2500_proxy,PSIX,PSIX,POWER SOLUTIONS INTERNATIONAL,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,UWMC,UWMC,UWM HOLDINGS CLASS A,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,LOCO,LOCO,EL POLLO LOCO INC,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,FNLC,FNLC,FIRST BANCORP INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,NGS,NGS,NATURAL GAS SERVICES GROUP,Energy,United States,NYSE,USD,mapped
russell_2500_proxy,CAL,CAL,CALERES INC,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,PKBK,PKBK,PARKE BANCORP INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,TWI,TWI,TITAN INTERNATIONAL INC,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,ISTR,ISTR,INVESTAR HOLDING CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,BATRA,BATRA,ATLANTA BRAVES HOLDINGS SERIES A,Communication,United States,NASDAQ,USD,mapped
russell_2500_proxy,ARHS,ARHS,ARHAUS CLASS A,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,DSGN,DSGN,DESIGN THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,RGNX,RGNX,REGENXBIO,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,FRBA,FRBA,FIRST BANK,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,PDLB,PDLB,PONCE FINANCIAL GROUP INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,HVT,HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,RLMD,RLMD,RELMADA THERAPEUTICS INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,LAND,LAND,GLADSTONE LAND REIT CORP,Real Estate,United States,NASDAQ,USD,mapped
russell_2500_proxy,AIOT,AIOT,POWERFLEET,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,AMCX,AMCX,AMC GLOBAL MEDIA CLASS A,Communication,United States,NASDAQ,USD,mapped
russell_2500_proxy,CYH,CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care,United States,NYSE,USD,mapped
russell_2500_proxy,PACB,PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,CZFS,CZFS,CITIZENS FINANCIAL SERVICES INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,BFS,BFS,SAUL CENTERS REIT INC,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,CLPT,CLPT,CLEARPOINT NEURO INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,MAGN,MAGN,MAGNERA,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,NGVC,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,United States,NYSE,USD,mapped
russell_2500_proxy,WLTH,WLTH,WEALTHFRONT,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,WTI,WTI,W AND T OFFSHORE,Energy,United States,NYSE,USD,mapped
russell_2500_proxy,MVBF,MVBF,MVB FINANCIAL CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,MYGN,MYGN,MYRIAD GENETICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,SPIR,SPIR,SPIRE GLOBAL CLASS A,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,KIDS,KIDS,ORTHOPEDIATRICS CORP,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,FWDI,FWDI,FORWARD INDUSTRIES INC,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,PHAT,PHAT,PHATHOM PHARMACEUTICALS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,HY,HY,HYSTER YALE INC CLASS A,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,ASPI,ASPI,ASP ISOTOPES,Materials,United States,NASDAQ,USD,mapped
russell_2500_proxy,NECB,NECB,NORTHEAST COMMUNITY BANCORP INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,PRTA,PRTA,PROTHENA PLC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,AGNT,AGNT,AGNT,Real Estate,United States,NASDAQ,USD,mapped
russell_2500_proxy,DNA,DNA,GINKGO BIOWORKS HOLDINGS CLASS A,Health Care,United States,NYSE,USD,mapped
russell_2500_proxy,RXT,RXT,RACKSPACE TECHNOLOGY INC,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,NPCE,NPCE,NEUROPACE,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,NWFL,NWFL,NORWOOD FINANCIAL CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,EBS,EBS,EMERGENT BIOSOLUTIONS,Health Care,United States,NYSE,USD,mapped
russell_2500_proxy,GEVO,GEVO,GEVO,Energy,United States,NASDAQ,USD,mapped
russell_2500_proxy,TSBK,TSBK,TIMBERLAND BANCORP INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,IMXI,IMXI,INTERNATIONAL MONEY EXPRESS INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,AVIR,AVIR,ATEA PHARMACEUTICALS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,FSTR,FSTR,LB FOSTER,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,NGNE,NGNE,NEUROGENE,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,CRNC,CRNC,CERENCE,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,NVCT,NVCT,NUVECTIS PHARMA INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,DIN,DIN,DINE BRANDS GLOBAL,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,SENS,SENS,SENSEONICS HOLDINGS INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,ERII,ERII,ENERGY RECOVERY,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,SRTA,SRTA,STRATA CRITICAL MEDICAL CLASS A,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,STTK,STTK,SHATTUCK LABS INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,NEWT,NEWT,NEWTEKONE,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,KREF,KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,CWH,CWH,CAMPING WORLD HOLDINGS INC CLASS A,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,TTAM,TTAM,TITAN AMERICA SA,Materials,Belgium,NYSE,USD,mapped
russell_2500_proxy,CRCT,CRCT,CRICUT CLASS A,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,CBIO,CBIO,CRESCENT BIOPHARMA,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,ULCC,ULCC,FRONTIER GROUP HOLDINGS,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,MCFT,MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,NPB,NPB,NORTHPOINTE BANCSHARES INC,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,FWRD,FWRD,FORWARD AIR CORP,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,ORN,ORN,ORION GROUP INC,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,ENTA,ENTA,ENANTA PHARMACEUTICALS INC,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,AII,AII,AMERICAN INTEGRITY INSURANCE GROUP,Financials,United States,NYSE,USD,mapped
russell_2500_proxy,IIIV,IIIV,I3 VERTICALS CLASS A,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,OCGN,OCGN,OCUGEN,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,CTNM,CTNM,CONTINEUM THERAPEUTICS CLASS A,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,CLFD,CLFD,CLEARFIELD INC,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,OPRT,OPRT,OPORTUN FINANCIAL CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,CCCC,CCCC,C4 THERAPEUTICS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,BCML,BCML,BAYCOM CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,VOXR,VOXR,VOX ROYALTY CORP,Materials,Canada,NASDAQ,USD,mapped
russell_2500_proxy,SVV,SVV,SAVERS VALUE VILLAGE,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,ASPN,ASPN,ASPEN AEROGELS,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,PCB,PCB,PCB BANCORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,SFIX,SFIX,STITCH FIX CLASS A,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,RMR,RMR,RMR GROUP CLASS A,Real Estate,United States,NASDAQ,USD,mapped
russell_2500_proxy,MG,MG,MISTRAS GROUP INC,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,OFIX,OFIX,ORTHOFIX MEDICAL,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,CHMG,CHMG,CHEMUNG FINANCIAL CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,BELFA,BELFA,BEL FUSE CLASS A,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,GNE,GNE,GENIE ENERGY LTD CLASS B,Utilities,United States,NYSE,USD,mapped
russell_2500_proxy,WSBF,WSBF,WATERSTONE FINANCIAL INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,FVR,FVR,FRONTVIEW REIT,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,CVEO,CVEO,CIVEO CORP,Industrials,United States,NYSE,USD,mapped
russell_2500_proxy,MAX,MAX,MEDIAALPHA CLASS A,Communication,United States,NYSE,USD,mapped
russell_2500_proxy,YSWY,YSWY,YESWAY INC CLASS A,Consumer Staples,United States,NASDAQ,USD,mapped
russell_2500_proxy,MH,MH,MCGRAW HILL,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,ATLO,ATLO,AMES NATIONAL CORP,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,DFH,DFH,DREAM FINDERS HOMES INC CLASS A,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,STRT,STRT,STRATTEC SECURITY CORP,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,CLW,CLW,CLEARWATER PAPER CORP,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,FVCB,FVCB,FVCBANKCORP INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,TRC,TRC,TEJON RANCH,Real Estate,United States,NYSE,USD,mapped
russell_2500_proxy,DSGR,DSGR,DISTRIBUTION SOLUTIONS GROUP,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,EMBC,EMBC,EMBECTA,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,GCO,GCO,GENESCO INC,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,CTEV,CTEV,CLARITEV CORP CLASS A,Health Care,United States,NYSE,USD,mapped
russell_2500_proxy,ARKO,ARKO,ARKO,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,OEC,OEC,ORION SA,Materials,United States,NYSE,USD,mapped
russell_2500_proxy,RNGR,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,United States,NYSE,USD,mapped
russell_2500_proxy,VGZ,VGZ,VISTA GOLD CORP,Materials,United States,Nyse Mkt Llc,USD,mapped
russell_2500_proxy,MASS,MASS,908 DEVICES,Information Technology,United States,NASDAQ,USD,mapped
russell_2500_proxy,SGHT,SGHT,SIGHT SCIENCES,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,NRDS,NRDS,NERDWALLET CLASS A,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,RCKT,RCKT,ROCKET PHARMACEUTICALS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,SLP,SLP,SIMULATIONS PLUS,Health Care,United States,NASDAQ,USD,mapped
russell_2500_proxy,RR,RR,RICHTECH ROBOTICS CLASS B,Industrials,United States,NASDAQ,USD,mapped
russell_2500_proxy,BBW,BBW,BUILD A BEAR WORKSHOP,Consumer Discretionary,United States,NYSE,USD,mapped
russell_2500_proxy,SWIM,SWIM,LATHAM GROUP INC,Consumer Discretionary,United States,NASDAQ,USD,mapped
russell_2500_proxy,FSBW,FSBW,FS BANCORP INC,Financials,United States,NASDAQ,USD,mapped
russell_2500_proxy,PESI,PESI,PERMA FIX ENVIRONMENTAL SERVICES I,Industrials,United States,NASDAQ,USD,mapped
